County,State,2014 Population,2010 Population,Population Percent Change,Percent Under 5 Years,Percent Under 18 Years,Percent 65 and Older,Percent Female,Percent White,Percent Black or African American,Percent American Indian and Alaska Native,Percent Asian,Percent Native Hawaiian and Other Pacific Islander,Percent Two or More Races,Percent Hispanic or Latino,"Percent White, not Hispanic or Latino",Veterans,Percent Foreign Born,Percent High School or Higher,Percent Bachelor's Degree or Higher,Housing Units,Percent Housing Units in Multi-Unit Structures,Homeownership Rate,Median Value of Owner-Occupied Units,Building Permits,Households,Persons per Household,Percent Living in Same House +1 Years,Percent Language Other than English at Home,Mean Travel Time to Work,Median Household Income,Per Capita Income,Percent Below Poverty Level,Accommodation and Food Services Sales,Manufacturers Shipments,Merchant Wholesaler Sales,Retail Sales,Retail Sales per Capita,Population per Square Mile,Land Area
Lincoln County,NV,5184,5345,-3,4,22.7,19.8,46,91.9,3.5,1.4,0.8,0.3,2.2,7.7,85,591,3,82.7,16.3,2730,9.3,62.9,140600,12,1969,2.51,88.7,2.9,28.6,40143,22879,17.3,0,0,0,310,6970,0.5,10633.2
Cass County,TX,30261,30464,-0.7,5.9,22.5,21.2,51.6,80.2,17.1,0.7,0.4,0,1.6,4.3,76.5,2980,1.7,84.3,13,14407,8.3,71.7,77400,11,11836,2.52,87.8,3.4,27,35598,20104,20.9,175,6447,1550,2168,7388,32.5,936.96
Union County,SD,15029,14399,4.4,6.1,25.4,15.5,49.4,95.6,1.1,0.7,1.1,0.1,1.5,3.2,92.7,1225,1.8,92.7,32.2,6658,17.9,75.2,150300,189,5758,2.51,87.9,3.8,18.3,63468,36167,4.4,197,0,0,3041,21752,31.3,460.54
Douglas County,NV,47536,46997,1.1,4.1,18.2,24.5,49.8,92,0.9,2.3,1.7,0.2,2.9,12.2,81.3,5677,6.3,92.7,25.7,23776,12.5,71.8,271400,156,19455,2.4,86,9,24.6,60100,34123,10.2,6804,7518,0,6703,14645,66.2,709.72
Shelby County,KY,44875,42074,6.7,7.1,24.1,14,51.5,88.6,7.7,0.5,1,0.2,2,8.7,81,3476,6.5,85,23.8,16989,13.3,70.8,165000,213,15469,2.66,84.3,8.9,24.1,57298,27039,12.4,0,13731,3207,4987,12279,110.8,379.64
Plymouth County,IA,24874,24986,-0.4,5.9,25.1,17.6,50.3,97.2,0.5,0.5,0.6,0.1,1,4.1,93.6,2025,1.8,92.5,20.9,10668,9.4,79.3,129800,37,9867,2.49,89.2,4.9,17.1,58888,27942,6.4,219,0,2430,2996,12330,29,862.89
Nacogdoches County,TX,65301,64524,1.2,7.2,23.5,13.1,52.3,77.3,18.3,0.9,1.7,0.1,1.7,18.5,60.3,3412,9.2,80.5,24.3,27960,20.1,58.1,101700,68,23586,2.52,77.3,16.2,18.7,36777,20362,25.7,878,14188,0,6912,11048,68.2,946.54
Lawrence County,TN,42274,41869,1,6.8,24.9,17.5,51,95.8,1.8,0.4,0.5,0,1.5,1.9,94.1,3115,1.5,79,12,18145,7.2,75.4,97900,10,15862,2.62,89.7,4.2,25.5,37368,19136,18.1,374,0,0,3809,9318,67.8,617.13
Sanders County,MT,11364,11413,-0.4,4.5,18.2,26,48.9,91.8,0.3,4.5,0.5,0.1,2.8,2.5,90,1537,2.1,87.2,16.7,6660,5.4,76.6,166500,0,5149,2.17,89.3,3.6,22,32881,19188,22,121,0,0,821,7460,4.1,2760.52
Jefferson County,TX,252235,252273,0,6.8,23.7,13.4,48.8,59.3,34.3,1,3.9,0.1,1.5,18.9,42.5,17635,10.7,82.4,17.8,107234,22.2,64.1,96200,1061,92634,2.55,84,20,19,42568,23236,21,3875,0,28525,39731,16453,287.9,876.3
Latimer County,OK,10693,11154,-4.1,6.2,22.6,19.3,49.4,68.9,1.2,21.2,0.4,0,8.2,3.4,67.3,934,1,84,13.8,4979,5.7,69.3,71200,1,4160,2.53,84.8,2.8,21.5,40970,22603,16.8,51,0,903,404,3878,15.4,722.08
Canyon County,ID,203143,188923,7.5,7.9,29.9,12.5,50.6,93.7,0.8,1.7,1,0.3,2.5,24.6,71.3,13416,8.4,82.7,16.8,71326,11.4,69.3,122800,1130,63442,2.98,82.1,18.1,23.6,42105,17755,20.4,1408,0,9929,21760,12171,321.6,587.37
Wood County,WV,86237,86956,-0.8,5.4,21.1,18.6,51.6,96.4,1.2,0.2,0.6,0,1.5,1,95.5,8194,0.8,88.8,18.4,40245,14.5,73.1,106400,105,35569,2.41,88.9,1.7,19.1,42287,24042,16.2,1579,0,3306,17122,19847,237.4,366.26
Knox County,IN,37938,38440,-1.3,6.2,21.2,16.7,49.3,94.5,3.1,0.3,0.8,0,1.2,1.8,92.9,2712,1.3,86.2,14.1,16974,16.2,67.4,84100,34,14738,2.4,83.8,2.1,19.6,42119,21047,14,568,7743,3215,4717,12463,74.5,516.03
Claiborne County,TN,31592,32213,-1.9,4.7,19.6,18.5,51.1,96.7,1.2,0.3,0.6,0,1.2,1.1,95.7,2138,1,74.5,13.3,15009,7,75,94900,125,12553,2.46,89.2,1.4,25.8,33229,18583,22.9,216,4361,259,1558,5011,74.1,434.58
Pocahontas County,WV,8662,8719,-0.7,4.9,17.4,22.4,48.4,97.2,1.1,0.3,0.2,0,1.3,1.5,95.8,920,0.3,82.1,16.4,8834,22.3,81.8,104500,3,3694,2.26,91.3,0.7,26.7,33779,20373,19.1,603,0,0,602,7012,9.3,940.28
Jerome County,ID,22818,22374,2,9.2,30.8,12.1,49.3,94.8,0.6,2.4,0.5,0.2,1.5,34,63.4,1339,17.1,70.2,13.4,8238,7.8,63.5,135200,57,7676,2.9,87.9,24.4,17.8,40126,17182,18.3,140,7641,1037,3004,15013,37.5,597.19
Rush County,IN,16892,17392,-2.9,5.6,23.3,17.4,50.6,97.4,1,0.2,0.4,0,1,1.4,96.2,1398,0.5,87.1,15.1,7469,11.4,71.9,104700,10,6874,2.47,85.1,2.2,26.3,47401,23396,15.4,0,5233,1623,1133,6468,42.6,408.12
Franklin County,ID,13021,12786,1.8,8,34,13.6,49.3,97.2,0.3,0.8,0.2,0.1,1.5,6.9,91.1,785,2.9,92,17.4,4650,5.8,80.9,156800,35,4150,3.07,91.2,7.5,23,44962,17620,12.2,58,0,495,1135,9319,19.3,663.65
Billings County,ND,901,783,15.1,5.8,19,17.8,44.6,95,0.6,0.4,3.7,0,0.3,1.8,93.7,72,3.7,88.9,21.6,534,11,78,108900,12,350,2.38,84.3,8.9,27.2,57083,37972,8.4,134,0,0,11,1510,0.7,1148.85
Snyder County,PA,40323,39702,1.6,5.6,21.9,16.6,50.6,97,1.2,0.2,0.7,0.1,0.9,2.2,95.2,2722,1.1,82.6,16.7,16127,9.8,76.7,133700,51,14397,2.6,89.7,9.1,23.1,46513,23088,11.9,539,0,1911,5663,14756,120.8,328.71
Daggett County,UT,1117,1059,5.3,5.2,23,21.2,44.1,96,0.4,1.4,0.5,0.1,1.6,4.2,93,108,1.8,86,18.8,1154,1.8,74.1,162500,7,305,2.37,85.1,1.8,15,46917,22811,8.6,63,0,0,0,0,1.5,696.98
Greeley County,NE,2482,2538,-2.2,5.2,24.2,23.7,49.3,98.1,0.7,0.2,0.2,0,0.8,2.2,96.1,280,0.7,92.8,15,1299,4.6,80.8,57500,0,1011,2.44,88.8,0.7,21.1,44950,23833,12.1,3,0,237,253,10871,4.5,569.81
Granville County,NC,58500,59916,1.7,4.9,21.3,15.3,49,64.7,32.1,0.8,0.7,0.1,1.7,7.6,58.5,4877,4,81.1,16.4,23231,7.9,74.9,137100,224,19953,2.72,87.7,7.1,27.6,49852,22295,15.4,487,22521,1252,3238,5757,112.7,531.57
Henry County,GA,213869,203922,4.9,5.9,27.1,10.4,52.2,53.4,40.6,0.3,3.4,0.1,2.2,6.4,48.6,17462,7.4,89.5,26.1,77530,11.2,75,147500,1047,69238,2.97,85.7,10.2,33.3,60781,25299,11.2,2432,16957,30766,19073,10315,633,322.13
Adams County,OH,28129,28550,-1.5,6.1,24.5,16.6,50.7,97.4,0.6,0.5,0.2,0,1.4,0.8,96.6,1952,0.2,76.7,10.6,12818,4.9,73.2,92900,2,10816,2.59,88.3,3.2,32.3,35678,18235,22.7,190,1339,211,2103,7485,48.9,583.87
Dukes County,MA,17356,16535,5,4.7,18.3,19.8,50.5,90.8,3.7,1.3,0.9,0.1,3.3,3.1,88.5,966,7.8,93.4,40.7,17501,5.3,78.4,665300,120,5891,2.8,92.6,8.4,16.5,66288,33363,10.1,957,0,0,3489,22333,160.2,103.25
Clark County,WI,34423,34690,-0.8,8.2,29.3,16,49.5,97.5,0.5,0.7,0.5,0,0.7,4.2,93.6,2191,2.7,81.9,11.6,15038,9.3,78.1,111700,37,13036,2.61,92.5,14.6,21.7,43276,20754,14.9,0,14751,1072,2638,7896,28.7,1209.82
Morrison County,MN,32810,33198,-1.2,6,23.5,17.5,49.6,97.4,0.5,0.3,0.5,0,1.2,1.5,96.2,2884,0.9,88.6,16,15855,9.7,80,153600,89,13416,2.42,89,3.3,25.6,47649,23753,12.6,320,5041,2497,3612,11034,29.5,1125.06
Kingman County,KS,7698,7858,-2,5.4,21.9,21.6,49.8,96.7,0.3,0.8,0.6,0,1.6,3.1,93.9,768,0.8,88.1,19.3,3814,3.9,71.4,86700,11,3223,2.37,88.7,2.5,23.4,47466,24026,12.5,44,0,570,431,5556,9.1,863.36
Rabun County,GA,16243,16276,-0.2,4.2,18.3,25.5,50.6,95.2,1.6,0.5,0.9,0.1,1.7,8.4,87.7,1503,6.8,85.2,26.6,12460,8,73.2,168300,47,6997,2.28,92.9,9.5,21.9,35423,22260,21.5,410,1387,0,2344,14153,44,369.99
Obion County,TN,30941,31807,-2.7,5.8,22.2,18.9,51.6,87.1,10.8,0.2,0.4,0.1,1.4,3.8,83.7,2553,2.3,79.6,14.2,14582,14.3,68.4,89100,11,12462,2.49,85.3,4.3,19,39467,20900,17.9,0,0,0,4035,12779,58.4,544.73
Sheridan County,MT,3696,3384,9.2,5.4,20.9,20.8,49.1,95,0.4,2,0.4,0,2.2,2.2,93.3,299,1.3,90.7,23.4,2137,12.3,74.4,109500,3,1612,2.09,89.8,2,12.2,48667,31378,11.8,47,0,49,315,9450,2,1677.08
Pike County,KY,63034,65024,-3.1,5.7,21,15.9,51,97.8,0.8,0.1,0.6,0,0.7,0.8,97.1,3083,0.7,71.9,12.5,30311,8.6,73.1,66400,25,26362,2.41,87.7,1.5,24.4,32961,19351,23.4,754,0,5890,8948,13658,82.6,786.83
Pike County,AR,11024,11291,-2.4,5.8,22.8,18.6,50.2,93.3,3.5,1.1,0.7,0,1.5,6.6,87.6,862,3.7,80.1,13.8,5569,6.1,73.1,75200,0,4325,2.55,84.3,5.5,24.1,32206,18377,24.8,68,0,921,527,4876,18.8,600.62
Burke County,GA,22709,23316,-2.6,7,26.2,14.1,52,49.2,48.4,0.3,0.5,0.1,1.4,3,47,1490,1.7,76.9,9.9,9829,9.1,70.2,80000,43,7881,2.91,90.9,3,26.7,31494,16171,33.5,111,0,0,1774,7776,28.2,826.97
Sharkey County,MS,4647,4916,-5.5,7.1,25.4,16.1,53.8,29.2,69.6,0.2,0.3,0,0.8,1.7,28.1,294,0.2,77.3,21.1,2122,8.8,64.4,64900,2,1725,2.75,87.8,0.9,18.2,35125,15744,31.2,16,0,642,309,5644,11.4,431.72
Paulding County,GA,148987,142324,4.7,6.5,27.8,9.5,51.2,78.4,18,0.4,1.1,0.1,2.1,5.7,73.8,10479,4.1,88.5,23.4,53105,5.8,82.1,135500,930,47881,2.99,87,6.4,37.7,61837,24168,11.4,1089,2554,1764,9730,7607,455.8,312.22
Pierce County,WI,40958,41019,-0.1,5.3,21.3,12.5,50.4,96.6,0.6,0.5,0.9,0,1.4,1.9,95,2696,1.4,93.5,25.7,16276,16.8,73.7,191300,105,15069,2.53,83.3,3.2,27.3,59226,27462,12.4,328,5290,0,2085,5243,71.5,573.75
Robertson County,TN,68079,66283,2.7,6.7,25.1,13.5,50.9,89.5,7.8,0.5,0.7,0.1,1.5,6.2,84.1,4758,3.7,85.2,17.1,26450,8.6,76.7,153100,243,24136,2.73,87.2,5.9,29.9,52792,23809,13,607,16674,7794,6277,9862,139.2,476.29
Campbell County,SD,1386,1466,-5.5,3.8,16.6,24.7,48.5,97.1,0.3,0.8,0.5,0,1.3,1.4,96.2,126,1.4,84.8,16.5,977,5.1,78.9,52100,2,679,2.09,90.6,10,14,35729,24152,14.2,0,0,0,39,2810,2,733.68
Steuben County,IN,34308,34185,0.4,4.9,21.1,17.2,49.3,97.2,0.9,0.3,0.6,0,1,3.2,94.3,2665,2,88.7,19.4,19529,9.4,77.3,123000,98,13514,2.44,84.9,3.7,22.5,48080,23975,11.5,570,11479,972,5751,17170,110.7,308.94
Clark County,KS,2144,2215,-3.2,7.4,27.1,20.8,51,93.5,0.7,1.4,1.4,0.1,2.9,9.8,84.2,179,4.1,92.1,26.2,1131,5.1,72.4,59800,0,932,2.29,87.6,7.9,13.3,41129,25385,12.7,0,0,0,98,4775,2.3,974.63
Burnett County,WI,15328,15457,-0.8,4.5,18.1,26.3,48.9,91.8,0.7,4.8,0.4,0,2.4,1.6,90.7,1948,1.5,89.2,16.7,15428,4.5,79.4,147600,62,7354,2.07,90.8,3,26.8,39564,22843,17.1,0,2269,54,1186,7336,18.8,821.85
Noble County,IN,47618,47536,0.2,6.4,25.7,14.6,50.1,97.3,0.8,0.4,0.5,0,1,10.1,87.7,3335,4.9,83.3,13.2,20190,12.3,76.1,112700,87,17722,2.64,83.8,12,23.5,47117,21889,14.2,358,24545,0,3572,7491,115.7,410.84
Edmonson County,KY,12013,12161,-1.2,4.6,19.4,19.3,49.8,96.7,1.8,0.3,0.2,0,1,1,95.8,943,1.6,78.9,9.8,6452,4.1,76.5,90600,0,4766,2.47,89.7,2.7,32,37646,19481,16.1,63,0,0,325,2723,40.2,302.88
Okanogan County,WA,41290,41120,0.4,6.4,23.4,19.8,49.5,82.4,0.8,12.6,1,0.2,3,19,66.4,3891,10.9,81.7,16.5,22431,9,68.2,160800,165,15980,2.48,87.3,17.1,18,40368,20735,20.7,489,0,2244,4171,10538,7.8,5267.98
Jefferson Davis Parish,LA,31477,31594,-0.4,7.2,25.9,15.2,51.1,79.9,17.1,0.7,0.3,0,2,2.3,77.9,2183,1,78.2,13,13564,4.5,74,86600,89,11634,2.67,83.8,11.5,31.4,41622,21132,18.8,267,1892,0,3387,10916,48.5,651.33
Decatur County,IN,26524,25740,3,6,24.8,15.4,50.6,97,0.5,0.2,1.3,0,0.9,1.8,95.5,1959,1.9,87.1,13.7,11231,12,70.6,112000,50,9792,2.61,85,2.2,23.2,48047,22046,14.1,298,18697,0,3150,12582,69.1,372.57
Yalobusha County,MS,12276,12678,-3.2,6.4,22.7,18.3,51.8,59.8,38.5,0.3,0.3,0,1.1,1.7,58.5,929,0.2,77.5,13.2,6374,6.3,74.6,67800,10,4797,2.58,92.2,0.9,23.2,32930,18750,22.2,28,0,141,596,4341,27.1,467.13
Cloud County,KS,9385,9533,-1.6,6.6,22.6,21.1,50.8,96.1,0.9,0.6,0.7,0,1.7,3.5,93.1,828,2.1,89.7,16.6,4624,10.6,76.2,66100,1,4022,2.18,86.4,3.7,15.2,38534,20467,16.3,137,0,918,1096,11776,13.3,715.34
Anderson County,TX,57627,58458,-1.4,5.1,19.2,13.8,39,75.2,21.7,0.7,0.8,0.1,1.5,17,59.9,4592,6.4,79,10.9,20137,8.3,70.4,82000,2,16378,2.86,80.2,13.1,22,40653,18495,20.3,485,0,3653,4954,8731,55,1062.6
Thomas County,NE,687,647,6.2,8.3,23.3,19.8,47,98.5,0.1,0.4,0.3,0,0.6,1.7,96.8,73,3.3,94.5,22.7,401,1.4,73.7,79200,0,323,2.27,95,3,16.5,55089,30116,7.7,9,0,0,0,0,0.9,713.24
Alexandria County,VA,150575,139966,7.5,7.5,17.8,10.1,51.6,66.4,22.6,0.8,6.9,0.1,3.1,16.6,52.3,10810,26.3,91.2,61.4,75329,63.1,43.3,476700,1324,65369,2.17,78.3,31.1,30.5,85706,54608,8.4,4717,2845,5257,23537,16785,9314.3,15.03
Saguache County,CO,6196,6108,1.4,6.4,22.5,18.9,49.5,92.7,0.8,3,0.9,0,2.7,38.3,57.4,521,11,78,23.8,3930,5.4,66.9,135400,32,2692,2.29,87.4,34.7,19,34600,20726,24.7,0,0,570,208,3039,1.9,3168.53
Santa Cruz County,CA,271804,262382,3.6,5.6,20.1,13.5,50.4,87.7,1.4,1.8,4.8,0.2,4.1,33.2,58.2,12471,18.3,84.9,37,105275,20.4,58.8,557500,291,93504,2.72,84.1,31,25.4,66519,32295,14.6,5138,15024,0,37253,14894,589.4,445.17
Lamar County,GA,18207,18317,-0.6,5.5,20.7,16,52.3,65.7,31.7,0.3,0.5,0,1.7,2.2,64.1,1568,1.7,81.9,14.2,7504,10.8,70.1,122600,18,6393,2.65,83.1,2.6,30.1,41016,18800,18.9,120,0,0,1139,6732,99.8,183.5
Carteret County,NC,68811,66469,3.5,4.5,18.4,21.8,50.7,89.7,6.2,0.6,1.2,0.1,2.1,4.3,86.2,9062,3.4,88.3,23.9,48898,18.5,70.2,199200,230,29158,2.27,84.2,4.7,23.5,46534,27496,14.4,1510,2922,2542,9796,15467,131.3,506.25
Greene County,TN,68335,68831,-0.7,4.7,20,20,50.9,95.7,2.2,0.3,0.5,0.1,1.1,2.8,93.2,5888,1.9,80,15.5,32162,6.9,72.7,110800,94,28677,2.33,87.7,3.2,23.4,35545,19801,22,619,18139,0,6819,10355,110.6,622.17
St. Clair County,MO,9457,9805,-3.5,4.9,19,26.1,49.3,96.3,0.7,0.8,0.2,0,1.9,2.3,94.4,1004,0.7,81.3,12.1,5573,4.2,77.6,81600,3,4139,2.28,86.5,4.3,22.8,31539,17337,21.8,54,0,0,647,6861,14.6,669.98
Vilas County,WI,21398,21430,-0.1,4.1,16.8,29,49.5,86.5,0.4,11.3,0.4,0,1.4,1.9,85.4,2572,2,91.8,24.1,25443,5.2,77,186000,141,10636,1.99,89.8,4.4,19.4,40833,26252,13.3,1616,0,294,3122,14218,25,856.6
DeKalb County,MO,12692,12892,-1.6,4.2,16.8,15.7,36.8,86.6,11.6,0.5,0.3,0.1,0.9,2,84.8,1277,1.9,83,9.5,4293,15.2,65.2,110400,2,3769,2.48,81.8,4.3,23.7,44092,16635,9.9,52,0,0,1280,10405,30.6,421.36
Huron County,OH,58714,59626,-1.5,6.1,24.7,15.5,50.8,96.4,1.4,0.3,0.4,0,1.6,6.1,90.8,4615,2.8,87.7,13.1,25133,17.5,72.9,118800,40,22361,2.62,86.9,5.8,21.5,49404,22257,13.5,516,23757,0,5502,9166,121.3,491.5
Lubbock County,TX,293974,278831,5.4,6.8,24.2,11.8,50.6,87,7.8,1.1,2.3,0.1,1.7,34,55.2,15832,5.6,84.4,27.9,121098,24.5,58.5,108700,2128,105277,2.57,75.1,21.8,16,44397,23773,20.4,0,0,37074,39248,14929,311.3,895.6
Colonial Heights County,VA,17731,17411,1.8,7.1,23.1,20.1,53.8,79.8,13.9,0.6,3.3,0.2,2.2,5.3,75.8,1960,5.2,88.7,20.5,7803,21,64,181300,13,7017,2.46,89.5,7.2,20.9,50835,27610,9.3,760,0,283,7610,42981,2315.3,7.52
Noble County,OH,14363,14645,-1.9,4.7,18.2,23.8,41.7,95.7,2.8,0.4,0.3,0,0.8,0.6,95.2,1632,0.6,80.1,9.7,6037,5.3,80.3,77300,29,4883,2.47,86,2.6,28.7,38290,18853,15.2,72,0,61,1032,7218,36.8,398.01
Hardin County,TX,55621,54635,1.8,6.4,24.8,15.2,50.6,91.9,5.7,0.5,0.7,0,1.2,5.6,86.8,4159,1.5,86.3,15.6,23480,5.9,78.5,100400,117,20633,2.64,88.1,3.6,27.8,53013,25559,10.9,372,0,359,6123,11835,61.3,890.57
Vance County,NC,44614,45422,-1.8,6.7,24.1,16.4,53.2,46.4,50.9,0.7,0.5,0,1.4,7.2,40.9,3202,3.9,75.6,11.4,19959,10.5,62.5,99600,26,16640,2.66,89.2,5.5,23,34987,17905,28,538,6392,0,5821,13553,179.2,253.52
Fallon County,MT,3108,2890,7.5,7.8,25.9,15.7,48.7,97.1,0.2,0.7,0.6,0.1,1.3,1.7,95.6,220,0.9,92.7,16.1,1529,5.2,72,106700,25,1199,2.53,83,1.3,12,51164,28563,5.9,40,0,328,263,9926,1.8,1620.77
Mills County,IA,14831,15059,-1.5,5.7,24.2,15.8,49.9,96.9,0.6,0.5,0.7,0.1,1.3,2.6,94.5,1347,0.8,92.1,24,6088,9,83.7,149400,3,5375,2.67,90,2.4,25.2,63076,27101,7,53,0,230,785,5187,34.4,437.44
Milam County,TX,24256,24757,-2,6.3,24.8,19.4,50.3,86.7,10,1.2,0.7,0,1.3,25.5,63.2,1921,4.6,81.2,14.4,11374,7,68.4,78400,10,9330,2.58,85.9,15.1,25.8,37391,21248,19.2,176,0,873,1813,7334,24.3,1016.93
Orange County,FL,1253001,1145956,9.3,6.2,22.7,10.8,50.9,69,22.2,0.6,5.6,0.2,2.5,29.2,43.3,66314,19,87.2,30.1,508051,33,57.4,167800,9246,415790,2.76,79.5,33.5,26.3,47581,24877,17,66450,109218,170806,191956,18005,1268.5,903.43
Cleveland County,AR,8449,8689,-2.8,5.1,23.4,19.1,51.1,86.6,11.4,0.5,0.1,0,1.3,2.2,84.7,630,0.4,84.8,13.8,4048,3,77.5,78300,0,3346,2.56,94.7,0.9,27.4,39420,20622,17.7,0,0,12,122,1404,14.5,597.78
Mitchell County,NC,15311,15579,-1.7,4.6,18.6,23.4,50.5,96.7,0.7,0.9,0.5,0.1,1.1,4.6,93.1,995,2.3,81.3,16.9,8737,6.4,76.5,117300,32,6455,2.35,90.6,5,23,37680,21404,18.3,126,710,322,1718,10953,70.4,221.43
Kent County,MI,629237,602622,4.4,7,25.1,12.2,50.8,83.3,10.4,0.7,2.8,0.1,2.8,10.1,75,34393,7.4,89.4,31.7,248724,24.4,70.1,137500,1711,229373,2.61,84,11.3,21.1,51667,25889,15.5,9251,157382,130207,80580,13377,711.5,846.95
Catawba County,NC,154534,154358,0.1,5.7,23,16.2,50.9,84.7,8.9,0.5,4.1,0.1,1.7,8.9,76.8,11011,7.1,82.3,21,67762,15.7,71.1,133000,283,58533,2.6,88.4,10.9,22.4,44332,23232,15.2,2720,62911,40873,26830,17251,387.1,398.72
Latah County,ID,38411,37244,3.1,5.8,18.5,11.8,48.5,93.3,1.1,0.9,1.9,0.2,2.7,4.1,89.8,2141,3.8,95.3,44.1,16330,34.2,56.7,189100,136,14941,2.31,70.4,6.2,18,41735,22322,20.4,551,0,0,3616,9697,34.6,1076
Yell County,AR,21951,22185,-1.1,6.5,25.1,17.1,50.2,93.9,2.1,1,1.6,0.1,1.4,18.9,76.1,1426,12.7,71.3,9.4,9732,10.2,66.4,91200,1,7917,2.74,84.7,19.1,20.4,35535,16992,22.7,91,4495,58,1092,5001,23.9,929.98
Custer County,ID,4140,4368,-5.2,4.3,17.5,23.8,48.7,97.1,0.2,0.7,0.4,0.1,1.5,4.1,93.2,547,1.9,89.6,26.3,3090,4.9,83.5,150600,0,1870,2.26,91.6,2.6,22.3,39541,23965,16.1,112,0,0,350,8542,0.9,4920.94
Kendall County,IL,121350,114736,5.8,7.3,29.8,9,50.6,87.6,6.7,0.5,3.3,0,1.9,16.9,71.9,5821,9.3,92.5,34.2,41183,9,83.6,210800,283,38075,3.05,88.9,17.3,33.3,81765,31276,4.8,999,6857,12997,10640,10957,358.2,320.34
Fergus County,MT,11442,11586,-1.2,5.1,20.4,23,49.7,95.9,0.5,1.4,0.3,0,1.9,2.4,93.9,1233,1.4,92.3,25.5,5809,11,74.4,113800,1,4924,2.24,86.9,3.5,14.3,38344,24429,13.8,141,0,4002,1354,12093,2.7,4339.8
Hardin County,IL,4129,4320,-4.4,4.7,20,23.3,49.4,96.7,0.7,0.7,0.7,0.1,1,1.6,95.2,381,0.8,83.2,12.2,2459,6.5,79.5,72600,0,1800,2.33,90.9,1.1,20.9,37071,22366,23.6,10,0,0,143,3219,24.3,177.53
Bradford County,FL,26702,28520,-6.4,5.8,20.2,17.6,45.6,78.2,19.1,0.4,0.5,0.1,1.7,3.8,74.9,2741,2.5,75.5,9.2,10909,6.7,77.8,108000,2,8857,2.72,87.2,2.9,27.1,40259,17749,18.2,370,0,0,2156,7436,97,293.96
Lancaster County,NE,301795,285407,5.7,6.7,23.1,12.1,50,88.4,3.9,0.9,4.1,0.1,2.6,6.6,82.8,19683,7,93.8,36.1,124817,29.6,60.1,148600,1923,115237,2.4,78.3,10.9,18.2,51574,27141,15.2,4725,0,27298,36626,13351,340.8,837.55
Walker County,AL,65471,67023,-2.3,5.8,22.1,18.2,51.4,91.3,6.4,0.5,0.4,0.1,1.3,2.3,89.4,5353,1.2,76.4,10.5,30669,5.7,75,82100,8,25751,2.55,85.3,1.4,29.3,37566,20698,20.9,738,3148,2563,9036,13162,84.7,791.19
Putnam County,IL,5814,6006,-3.2,4.7,20.2,19.8,49.1,97.6,0.9,0.3,0.3,0,1,4.7,93.1,615,1.5,88.8,14.1,3114,7.9,79.6,126500,13,2471,2.39,90.5,4.5,21.9,54196,27074,14.2,22,0,0,216,3619,37.5,160.16
Benton County,OR,86316,85579,0.9,4.1,16.9,14.3,49.9,88.2,1.1,0.9,6,0.3,3.6,7,82.1,5561,8.8,94.6,50,37107,29.3,57.9,270500,451,33384,2.42,78.5,12,18.9,48604,26738,22.5,1340,5904,3870,6851,8398,126.6,675.94
Laramie County,WY,96389,91738,4.9,6.5,23.5,14.3,49.6,91.3,3.4,1.3,1.3,0.2,2.5,14.3,78.7,12064,2.8,93.3,25.1,41653,18.6,68.2,181700,403,36859,2.48,80.5,6.8,15.4,55864,28505,10.8,1737,24201,6280,17204,19866,34.2,2685.91
Zavala County,TX,12267,11677,5.1,8.9,30.6,12.5,49.9,96.6,1.3,1,0.2,0.2,0.8,93,6.2,422,11.2,60.3,9.4,4304,13.5,68.6,39900,11,3654,3.15,90.3,79.3,17.3,25625,12828,35,46,0,0,332,2860,9,1297.41
Grant County,OK,4501,4527,-0.6,6.1,23.8,20.6,50.9,93.3,1.2,2.5,0.2,0,2.8,4.3,89.7,365,0.9,90.1,22.1,2480,1.8,75.8,62800,6,1951,2.27,87.4,2.4,20,46625,27469,8.8,6,0,295,546,12196,4.5,1000.87
Gates County,NC,11567,12197,-5.1,5,21.6,17.8,51.2,63.7,33.2,0.6,0.2,0.1,2.2,2,62.3,1129,1,83.3,11.6,5223,0.5,79.6,150200,20,4459,2.67,94,1.5,36.6,46592,21187,19.6,23,0,811,339,2895,35.8,340.45
Yancey County,NC,17614,17818,-1.1,4.9,19.3,23.5,50.8,96.6,1.2,0.7,0.2,0.3,1,4.9,92.8,1297,2.7,83.2,17.9,11049,7.5,76.9,135100,51,7278,2.41,88.3,4.6,27.1,38579,20257,20.1,105,1273,70,1490,8103,57,312.6
Jeff Davis County,GA,14859,15068,-1.4,7.4,27.5,14.2,50.5,82,15.6,0.8,0.6,0,1,11.3,72,773,4.7,79.6,9.6,6412,6.1,71.3,79900,1,5509,2.71,87.8,9.3,22,36296,17684,24.5,98,2429,358,2043,15440,45.6,330.74
Fayette County,IA,20343,20880,-2.6,5.8,21.2,20.4,49.9,96.6,1.2,0.2,0.8,0.1,1.1,2.2,94.6,1717,0.9,88.9,18.4,9522,10.3,77.6,85400,24,8328,2.4,87.1,2.6,21.1,45542,23391,11.5,145,1577,3041,1572,7716,28.6,730.81
Ross County,OH,77159,78064,-1.2,5.4,21.7,15.2,47.5,90.8,6.1,0.3,0.5,0,2.3,1.1,89.9,7168,0.7,84.1,13.7,31793,11.9,72.5,111100,55,28308,2.53,86.3,3.1,25.9,43264,21310,19.7,901,25221,2265,8311,10947,113.3,689.19
