County,State,Ben Carson.Number of Votes,Ben Carson.Party,Ben Carson.Percent of Votes,Bernie Sanders.Number of Votes,Bernie Sanders.Party,Bernie Sanders.Percent of Votes,Carly Fiorina.Number of Votes,Carly Fiorina.Party,Carly Fiorina.Percent of Votes,Chris Christie.Number of Votes,Chris Christie.Party,Chris Christie.Percent of Votes,Donald Trump.Number of Votes,Donald Trump.Party,Donald Trump.Percent of Votes,Hillary Clinton.Number of Votes,Hillary Clinton.Party,Hillary Clinton.Percent of Votes,Jeb Bush.Number of Votes,Jeb Bush.Party,Jeb Bush.Percent of Votes,John Kasich.Number of Votes,John Kasich.Party,John Kasich.Percent of Votes,Marco Rubio.Number of Votes,Marco Rubio.Party,Marco Rubio.Percent of Votes,Martin O'Malley.Number of Votes,Martin O'Malley.Party,Martin O'Malley.Percent of Votes,Mike Huckabee.Number of Votes,Mike Huckabee.Party,Mike Huckabee.Percent of Votes,Rand Paul.Number of Votes,Rand Paul.Party,Rand Paul.Percent of Votes,Rick Santorum.Number of Votes,Rick Santorum.Party,Rick Santorum.Percent of Votes,Ted Cruz.Number of Votes,Ted Cruz.Party,Ted Cruz.Percent of Votes,No Preference.Number of Votes,No Preference.Party,No Preference.Percent of Votes,Uncommitted.Number of Votes,Uncommitted.Party,Uncommitted.Percent of Votes
Wasco,Oregon,0,Republican,0,1795,Democrat,58.8,0,Republican,0,0,Republican,0,1707,Republican,67.9,1259,Democrat,41.2,0,Republican,0,395,Republican,15.7,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,413,Republican,16.4,0,,0,0,,0
Ipswich,Massachusetts,58,Republican,2.8,1745,Democrat,55.7,0,Republican,0,0,Republican,0,935,Republican,45.2,1365,Democrat,43.6,0,Republican,0,459,Republican,22.2,372,Republican,18,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,183,Republican,8.9,13,,0.4,0,,0
Graham,North Carolina,0,Republican,0,295,Democrat,40.7,0,Republican,0,0,Republican,0,845,Republican,51.8,321,Democrat,44.3,0,Republican,0,101,Republican,6.2,99,Republican,6.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,538,Republican,33,0,,0,0,,0
Lanier,Georgia,50,Republican,5.6,69,Democrat,22.5,0,Republican,0,0,Republican,0,512,Republican,56.9,234,Democrat,76.5,0,Republican,0,24,Republican,2.7,111,Republican,12.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,196,Republican,21.8,0,,0,0,,0
Montgomery,Georgia,148,Republican,10.2,72,Democrat,19.6,0,Republican,0,0,Republican,0,712,Republican,48.9,287,Democrat,78.2,0,Republican,0,35,Republican,2.4,200,Republican,13.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,342,Republican,23.5,0,,0,0,,0
Fairhaven,Massachusetts,57,Republican,3.5,1546,Democrat,54.9,0,Republican,0,0,Republican,0,1004,Republican,61.9,1230,Democrat,43.7,0,Republican,0,153,Republican,9.4,233,Republican,14.4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,141,Republican,8.7,25,,0.9,0,,0
Norridgewock,Maine,0,Republican,0,4,Democrat,57.1,0,Republican,0,0,Republican,0,0,Republican,0,3,Democrat,42.9,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Stafford,Virginia,1346,Republican,6.6,4140,Democrat,38.8,0,Republican,0,0,Republican,0,7339,Republican,36,6437,Democrat,60.3,0,Republican,0,1666,Republican,8.2,6295,Republican,30.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3507,Republican,17.2,0,,0,0,,0
Champaign,Ohio,0,Republican,0,1099,Democrat,46.6,0,Republican,0,0,Republican,0,3370,Republican,39.6,1226,Democrat,51.9,0,Republican,0,3593,Republican,42.2,147,Republican,1.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1235,Republican,14.5,0,,0,0,,0
Noble,Oklahoma,125,Republican,6.6,562,Democrat,54.8,0,Republican,0,0,Republican,0,593,Republican,31.5,362,Democrat,35.3,0,Republican,0,61,Republican,3.2,466,Republican,24.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,596,Republican,31.7,0,,0,0,,0
Blanco,Texas,111,Republican,3.7,190,Democrat,45.3,0,Republican,0,0,Republican,0,886,Republican,29.5,229,Democrat,54.7,0,Republican,0,99,Republican,3.3,411,Republican,13.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1379,Republican,45.8,0,,0,0,,0
Crockett,Texas,16,Republican,8.6,240,Democrat,34,0,Republican,0,0,Republican,0,50,Republican,26.9,266,Democrat,37.7,0,Republican,0,0,Republican,0,29,Republican,15.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,88,Republican,47.3,0,,0,0,,0
Carroll,Missouri,0,Republican,0,255,Democrat,50.7,0,Republican,0,0,Republican,0,1004,Republican,51.3,233,Democrat,46.3,0,Republican,0,150,Republican,7.7,90,Republican,4.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,656,Republican,33.5,0,,0,0,,0
Ayer,Massachusetts,32,Republican,3.6,809,Democrat,61,0,Republican,0,0,Republican,0,429,Republican,47.9,502,Democrat,37.9,0,Republican,0,142,Republican,15.8,170,Republican,19,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,97,Republican,10.8,10,,0.8,0,,0
Nemaha,Nebraska,0,Republican,0,39,Democrat,52.7,0,Republican,0,0,Republican,0,472,Republican,56.7,35,Democrat,47.3,0,Republican,0,79,Republican,9.5,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,175,Republican,21,0,,0,0,,0
Green,Kentucky,0,Republican,0,360,Democrat,51.2,0,Republican,0,0,Republican,0,655,Republican,48.6,284,Democrat,40.4,0,Republican,0,124,Republican,9.2,204,Republican,15.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,333,Republican,24.7,0,,0,0,,0
Winchester,Virginia,199,Republican,7.3,900,Democrat,48.4,0,Republican,0,0,Republican,0,871,Republican,32,949,Democrat,51,0,Republican,0,294,Republican,10.8,843,Republican,31,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,475,Republican,17.5,0,,0,0,,0
Arundel,Maine,0,Republican,0,7,Democrat,70,0,Republican,0,0,Republican,0,0,Republican,0,3,Democrat,30,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Weakley,Tennessee,383,Republican,8.9,452,Democrat,33.2,0,Republican,0,0,Republican,0,1764,Republican,41.2,860,Democrat,63.2,0,Republican,0,143,Republican,3.3,694,Republican,16.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1210,Republican,28.3,0,,0,0,,0
Lake,California,0,Republican,0,2704,Democrat,52.1,0,Republican,0,0,Republican,0,2261,Republican,78.8,2408,Democrat,46.4,0,Republican,0,259,Republican,9,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,209,Republican,7.3,0,,0,0,,0
Cranston,Rhode Island,0,Republican,0,4473,Democrat,55.8,0,Republican,0,0,Republican,0,3711,Republican,72.2,3438,Democrat,42.9,0,Republican,0,979,Republican,19.1,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,392,Republican,7.6,0,,0,0,,0
Dighton,Massachusetts,40,Republican,4,506,Democrat,55.7,0,Republican,0,0,Republican,0,532,Republican,53.6,383,Democrat,42.2,0,Republican,0,114,Republican,11.5,153,Republican,15.4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,137,Republican,13.8,15,,1.7,0,,0
Kirby,Vermont,5,Republican,7.7,100,Democrat,87.7,0,Republican,0,0,Republican,0,12,Republican,18.5,14,Democrat,12.3,0,Republican,0,14,Republican,21.5,24,Republican,36.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,7,Republican,10.8,0,,0,0,,0
Greene,Georgia,181,Republican,4.8,169,Democrat,13.5,0,Republican,0,0,Republican,0,1555,Republican,41.2,1076,Democrat,85.8,0,Republican,0,364,Republican,9.6,982,Republican,26,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,637,Republican,16.9,0,,0,0,,0
Leslie,Kentucky,0,Republican,0,77,Democrat,52.7,0,Republican,0,0,Republican,0,503,Republican,48.5,64,Democrat,43.8,0,Republican,0,116,Republican,11.2,134,Republican,12.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,267,Republican,25.7,0,,0,0,,0
Orleans,Massachusetts,64,Republican,6.4,857,Democrat,52.3,0,Republican,0,0,Republican,0,358,Republican,35.8,771,Democrat,47.1,0,Republican,0,225,Republican,22.5,239,Republican,23.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,77,Republican,7.7,3,,0.2,0,,0
Killington,Vermont,6,Republican,3,215,Democrat,79.6,0,Republican,0,0,Republican,0,86,Republican,43.2,55,Democrat,20.4,0,Republican,0,58,Republican,29.1,35,Republican,17.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,9,Republican,4.5,0,,0,0,,0
Nance,Nebraska,0,Republican,0,11,Democrat,44,0,Republican,0,0,Republican,0,310,Republican,69.2,14,Democrat,56,0,Republican,0,40,Republican,8.9,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,58,Republican,12.9,0,,0,0,,0
District 46,North Dakota,0,Republican,0,7,Democrat,63.6,0,Republican,0,0,Republican,0,0,Republican,0,3,Democrat,27.3,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Jefferson,Idaho,0,Republican,0,101,Democrat,80.8,0,Republican,0,0,Republican,0,853,Republican,15.3,24,Democrat,19.2,0,Republican,0,189,Republican,3.4,1323,Republican,23.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3080,Republican,55.2,0,,0,0,,0
Whitley,Indiana,0,Republican,0,1143,Democrat,56.4,0,Republican,0,0,Republican,0,3919,Republican,44.3,883,Democrat,43.6,0,Republican,0,610,Republican,6.9,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,4064,Republican,46,0,,0,0,,0
West Greenwich,Rhode Island,0,Republican,0,365,Democrat,64.8,0,Republican,0,0,Republican,0,525,Republican,68.3,183,Democrat,32.5,0,Republican,0,147,Republican,19.1,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,90,Republican,11.7,0,,0,0,,0
Mendon,Massachusetts,32,Republican,3.3,483,Democrat,54.3,0,Republican,0,0,Republican,0,500,Republican,51.3,399,Democrat,44.8,0,Republican,0,142,Republican,14.6,189,Republican,19.4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,83,Republican,8.5,4,,0.4,0,,0
San Juan,Colorado,0,Republican,0,27,Democrat,71.1,0,Republican,0,0,Republican,0,0,Republican,0,11,Democrat,28.9,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Henderson,Illinois,0,Republican,0,296,Democrat,45.5,0,Republican,0,0,Republican,0,516,Republican,42.4,338,Democrat,52,0,Republican,0,182,Republican,15,76,Republican,6.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,402,Republican,33.1,0,,0,0,,0
Lebanon,Pennsylvania,0,Republican,0,4482,Democrat,49.3,0,Republican,0,0,Republican,0,13490,Republican,55.5,4529,Democrat,49.8,0,Republican,0,3649,Republican,15,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,6614,Republican,27.2,0,,0,0,,0
Knox,Nebraska,0,Republican,0,16,Democrat,39,0,Republican,0,0,Republican,0,642,Republican,62.6,25,Democrat,61,0,Republican,0,102,Republican,9.9,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,193,Republican,18.8,0,,0,0,,0
Londonderry,Vermont,5,Republican,3.2,277,Democrat,83.7,0,Republican,0,0,Republican,0,64,Republican,40.8,54,Democrat,16.3,0,Republican,0,43,Republican,27.4,34,Republican,21.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,10,Republican,6.4,0,,0,0,,0
Pope,Illinois,0,Republican,0,176,Democrat,60.1,0,Republican,0,0,Republican,0,507,Republican,50,109,Democrat,37.2,0,Republican,0,80,Republican,7.9,42,Republican,4.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,365,Republican,36,0,,0,0,,0
Emmet,Iowa,49,Republican,12.2,132,Democrat,44,8,Republican,2,5,Republican,1.2,122,Republican,30.3,168,Democrat,56,11,Republican,2.7,4,Republican,1,46,Republican,11.4,0,Democrat,0,10,Republican,2.5,4,Republican,1,1,Republican,0.2,143,Republican,35.5,0,,0,0,,0
Mineral,West Virginia,0,Republican,0,1110,Democrat,49.3,0,Republican,0,0,Republican,0,3481,Republican,79.1,854,Democrat,38,0,Republican,0,176,Republican,4,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,365,Republican,8.3,0,,0,0,,0
Manatee,Florida,0,Republican,0,10165,Democrat,35.1,0,Republican,0,0,Republican,0,26320,Republican,47.2,18116,Democrat,62.5,0,Republican,0,4582,Republican,8.2,13462,Republican,24.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,9409,Republican,16.9,0,,0,0,,0
Morris,Texas,100,Republican,6.5,144,Democrat,22.9,0,Republican,0,0,Republican,0,508,Republican,33,461,Democrat,73.3,0,Republican,0,26,Republican,1.7,182,Republican,11.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,695,Republican,45.1,0,,0,0,,0
Washington,Vermont,11,Republican,8.7,155,Democrat,82,0,Republican,0,0,Republican,0,51,Republican,40.5,33,Democrat,17.5,0,Republican,0,24,Republican,19,17,Republican,13.5,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,20,Republican,15.9,0,,0,0,,0
Dixfield,Maine,0,Republican,0,3,Democrat,75,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,25,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Berkeley,South Carolina,1641,Republican,5.9,3584,Democrat,27.2,0,Republican,0,0,Republican,0,9406,Republican,34,9471,Democrat,72,2662,Republican,9.6,1555,Republican,5.6,6176,Republican,22.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,6244,Republican,22.6,0,,0,0,,0
Reagan,Texas,35,Republican,4.3,7,Democrat,36.8,0,Republican,0,0,Republican,0,192,Republican,23.7,12,Democrat,63.2,0,Republican,0,15,Republican,1.9,107,Republican,13.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,360,Republican,44.4,0,,0,0,,0
Norwich,Vermont,3,Republican,1.4,1020,Democrat,71.5,0,Republican,0,0,Republican,0,46,Republican,21.3,405,Democrat,28.4,0,Republican,0,110,Republican,50.9,38,Republican,17.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,12,Republican,5.6,0,,0,0,,0
Hanover,Massachusetts,56,Republican,2.1,1241,Democrat,51.2,0,Republican,0,0,Republican,0,1393,Republican,52.8,1138,Democrat,46.9,0,Republican,0,434,Republican,16.4,447,Republican,16.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,263,Republican,10,32,,1.3,0,,0
East Carroll,Louisiana,0,Republican,0,47,Democrat,8.1,0,Republican,0,0,Republican,0,128,Republican,50,508,Democrat,88,0,Republican,0,10,Republican,3.9,21,Republican,8.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,78,Republican,30.5,0,,0,0,,0
Solon,Maine,0,Republican,0,2,Democrat,66.7,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,33.3,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Raynham,Massachusetts,72,Republican,3.9,893,Democrat,50.8,0,Republican,0,0,Republican,0,1071,Republican,57.5,837,Democrat,47.6,0,Republican,0,247,Republican,13.3,272,Republican,14.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,161,Republican,8.7,21,,1.2,0,,0
Kanawha,West Virginia,0,Republican,0,13480,Democrat,48,0,Republican,0,0,Republican,0,13936,Republican,74.2,12628,Democrat,45,0,Republican,0,1880,Republican,10,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1675,Republican,8.9,0,,0,0,,0
Jackson,Georgia,830,Republican,6.5,729,Democrat,37.5,0,Republican,0,0,Republican,0,5484,Republican,42.9,1193,Democrat,61.4,0,Republican,0,404,Republican,3.2,2397,Republican,18.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3551,Republican,27.8,0,,0,0,,0
Berrien,Michigan,0,Republican,0,5952,Democrat,47.1,0,Republican,0,0,Republican,0,7817,Republican,35.6,6646,Democrat,52.6,0,Republican,0,4219,Republican,19.2,2359,Republican,10.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,6603,Republican,30,0,,0,0,,0
Sutton,Vermont,1,Republican,1.1,140,Democrat,92.1,0,Republican,0,0,Republican,0,42,Republican,47.7,12,Democrat,7.9,0,Republican,0,20,Republican,22.7,17,Republican,19.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,4,Republican,4.5,0,,0,0,,0
Buffalo,South Dakota,0,Republican,0,71,Democrat,39.2,0,Republican,0,0,Republican,0,37,Republican,77.1,110,Democrat,60.8,0,Republican,0,5,Republican,10.4,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,6,Republican,12.5,0,,0,0,,0
Cherokee,Iowa,119,Republican,14.2,218,Democrat,54.6,11,Republican,1.3,5,Republican,0.6,248,Republican,29.6,181,Democrat,45.4,16,Republican,1.9,5,Republican,0.6,243,Republican,29,0,Democrat,0,17,Republican,2,12,Republican,1.4,5,Republican,0.6,157,Republican,18.7,0,,0,0,,0
Clay,Tennessee,66,Republican,6.3,103,Democrat,27,0,Republican,0,0,Republican,0,600,Republican,57.1,270,Democrat,70.9,0,Republican,0,37,Republican,3.5,146,Republican,13.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,180,Republican,17.1,0,,0,0,,0
Henderson,North Carolina,0,Republican,0,5129,Democrat,50.1,0,Republican,0,0,Republican,0,6972,Republican,33.7,4811,Democrat,47,0,Republican,0,3202,Republican,15.5,1759,Republican,8.5,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,8301,Republican,40.1,0,,0,0,,0
Maricopa,Arizona,0,Republican,0,86942,Democrat,39.8,0,Republican,0,0,Republican,0,144522,Republican,46.2,126988,Democrat,58.1,0,Republican,0,33803,Republican,10.8,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,72216,Republican,23.1,0,,0,0,,0
Eau Claire,Wisconsin,0,Republican,0,13058,Democrat,63.9,0,Republican,0,0,Republican,0,6505,Republican,37.8,7323,Democrat,35.8,0,Republican,0,2220,Republican,12.9,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,8061,Republican,46.9,0,,0,0,,0
Tillman,Oklahoma,46,Republican,6.8,346,Democrat,53.7,0,Republican,0,0,Republican,0,193,Republican,28.5,214,Democrat,33.2,0,Republican,0,20,Republican,2.9,130,Republican,19.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,280,Republican,41.3,0,,0,0,,0
Starke,Indiana,0,Republican,0,1277,Democrat,54.8,0,Republican,0,0,Republican,0,2456,Republican,66.4,1055,Democrat,45.2,0,Republican,0,128,Republican,3.5,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1072,Republican,29,0,,0,0,,0
Fall River,South Dakota,0,Republican,0,304,Democrat,59.5,0,Republican,0,0,Republican,0,923,Republican,70.9,207,Democrat,40.5,0,Republican,0,168,Republican,12.9,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,211,Republican,16.2,0,,0,0,,0
Easton,Maine,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Lake,Oregon,0,Republican,0,293,Democrat,59.6,0,Republican,0,0,Republican,0,1326,Republican,75.4,199,Democrat,40.4,0,Republican,0,173,Republican,9.8,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,259,Republican,14.7,0,,0,0,,0
Brooke,West Virginia,0,Republican,0,1966,Democrat,50.9,0,Republican,0,0,Republican,0,1963,Republican,81.6,1489,Democrat,38.5,0,Republican,0,149,Republican,6.2,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,176,Republican,7.3,0,,0,0,,0
Searsburg,Vermont,0,Republican,0,14,Democrat,77.8,0,Republican,0,0,Republican,0,15,Republican,60,3,Democrat,16.7,0,Republican,0,1,Republican,4,1,Republican,4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,6,Republican,24,0,,0,0,,0
Indian River,Florida,0,Republican,0,3926,Democrat,35.5,0,Republican,0,0,Republican,0,13678,Republican,48.3,6897,Democrat,62.4,0,Republican,0,2938,Republican,10.4,6574,Republican,23.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,4191,Republican,14.8,0,,0,0,,0
Moniteau,Missouri,0,Republican,0,409,Democrat,53.7,0,Republican,0,0,Republican,0,1144,Republican,38.6,340,Democrat,44.6,0,Republican,0,218,Republican,7.4,141,Republican,4.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1374,Republican,46.4,0,,0,0,,0
Southport,Maine,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Louisa,Iowa,44,Republican,6.1,168,Democrat,42,5,Republican,0.7,4,Republican,0.6,261,Republican,36,224,Democrat,56,14,Republican,1.9,5,Republican,0.7,76,Republican,10.5,8,Democrat,2,31,Republican,4.3,26,Republican,3.6,1,Republican,0.1,257,Republican,35.5,0,,0,0,,0
Bridgewater,Connecticut,0,Republican,0,125,Democrat,55.8,0,Republican,0,0,Republican,0,147,Republican,57.4,95,Democrat,42.4,0,Republican,0,70,Republican,27.3,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,31,Republican,12.1,0,,0,0,,0
Cheyenne,Colorado,0,Republican,0,4,Democrat,40,0,Republican,0,0,Republican,0,0,Republican,0,5,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Polk,Missouri,0,Republican,0,851,Democrat,52.7,0,Republican,0,0,Republican,0,2240,Republican,34.4,744,Democrat,46.1,0,Republican,0,420,Republican,6.5,264,Republican,4.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3430,Republican,52.7,0,,0,0,,0
Carthage,Maine,0,Republican,0,1,Democrat,100,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Madison,Connecticut,0,Republican,0,902,Democrat,43.5,0,Republican,0,0,Republican,0,974,Republican,47.9,1154,Democrat,55.6,0,Republican,0,817,Republican,40.2,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,210,Republican,10.3,0,,0,0,,0
Dutchess,New York,0,Republican,0,11680,Democrat,51.5,0,Republican,0,0,Republican,0,12447,Republican,64.4,11005,Democrat,48.5,0,Republican,0,4196,Republican,21.7,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,2681,Republican,13.9,0,,0,0,,0
Wilbraham,Massachusetts,69,Republican,3.1,1140,Democrat,51.5,0,Republican,0,0,Republican,0,985,Republican,43.9,1044,Democrat,47.1,0,Republican,0,445,Republican,19.8,440,Republican,19.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,273,Republican,12.2,20,,0.9,0,,0
Hamilton,Illinois,0,Republican,0,485,Democrat,49.7,0,Republican,0,0,Republican,0,766,Republican,46.4,418,Democrat,42.8,0,Republican,0,135,Republican,8.2,98,Republican,5.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,604,Republican,36.6,0,,0,0,,0
Jones,South Dakota,0,Republican,0,31,Democrat,60.8,0,Republican,0,0,Republican,0,175,Republican,74.2,20,Democrat,39.2,0,Republican,0,28,Republican,11.9,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,33,Republican,14,0,,0,0,,0
Lenox,Massachusetts,21,Republican,6.3,640,Democrat,46.3,0,Republican,0,0,Republican,0,103,Republican,30.9,735,Democrat,53.1,0,Republican,0,88,Republican,26.4,73,Republican,21.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,38,Republican,11.4,8,,0.6,0,,0
Loudoun,Virginia,2235,Republican,4.3,14719,Democrat,40.7,0,Republican,0,0,Republican,0,14420,Republican,27.9,21171,Democrat,58.6,0,Republican,0,5885,Republican,11.4,20845,Republican,40.4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,7696,Republican,14.9,0,,0,0,,0
Dodge,Georgia,226,Republican,8.4,141,Democrat,19.4,0,Republican,0,0,Republican,0,1360,Republican,50.4,579,Democrat,79.5,0,Republican,0,84,Republican,3.1,486,Republican,18,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,504,Republican,18.7,0,,0,0,,0
